type,study,series,date_numeric,censored,d_x,date_yday,value
seasonal,Study 5,Study 5.h,28,none,1,0.273972602739726,36.808299358828485
seasonal,Study 5,Study 5.h,35,none,1,0.29315068493150687,41.230934608831795
seasonal,Study 5,Study 5.h,42,none,1,0.31232876712328766,43.205658970972436
seasonal,Study 5,Study 5.h,52,none,1.4285714285714286,0.33972602739726027,72.91778702465282
seasonal,Study 5,Study 5.h,56,left,0.5714285714285714,0.3506849315068493,0.2
seasonal,Study 5,Study 5.h,63,none,1,0.3698630136986301,7.040579152321747
seasonal,Study 5,Study 5.h,70,none,1,0.38904109589041097,39.916907749187295
seasonal,Study 5,Study 5.h,78,none,1.1428571428571428,0.410958904109589,51.43892392362063
seasonal,Study 5,Study 5.h,85,none,1,0.4301369863013699,65.11099947637504
seasonal,Study 5,Study 5.h,92,none,1,0.4493150684931506,77.94742454776534
seasonal,Study 5,Study 5.h,98,none,0.8571428571428571,0.4657534246575342,58.06997437437338
seasonal,Study 5,Study 5.h,105,none,1,0.4849315068493151,51.45170147288677
seasonal,Study 5,Study 5.h,112,none,1,0.5041095890410959,44.914598684926695
seasonal,Study 5,Study 5.h,119,none,1,0.5232876712328767,109.1125160045352
seasonal,Study 5,Study 5.h,126,none,1,0.5424657534246575,967.6816807143132
seasonal,Study 5,Study 5.h,133,none,1,0.5616438356164384,88.95694919075255
seasonal,Study 5,Study 5.h,147,none,2,0.6,48.91982748519814
seasonal,Study 5,Study 5.h,154,none,1,0.6191780821917808,47.0120480879032
seasonal,Study 5,Study 5.h,161,none,1,0.6383561643835617,62.94855986281611
seasonal,Study 5,Study 5.h,169,none,1.1428571428571428,0.6602739726027397,33.8290714794954
seasonal,Study 5,Study 5.h,175,none,0.8571428571428571,0.6767123287671233,31.974860470989203
seasonal,Study 5,Study 5.h,182,none,1,0.6958904109589041,35.70730728072494
seasonal,Study 5,Study 5.h,189,none,1,0.7150684931506849,1611.71990568884
seasonal,Study 5,Study 5.h,196,none,1,0.7342465753424657,62.38933477279214
seasonal,Study 5,Study 5.h,204,none,1.1428571428571428,0.7561643835616438,29.83938033812043
seasonal,Study 5,Study 5.h,211,none,1,0.7753424657534247,19.984569284500896
seasonal,Study 5,Study 5.h,219,none,1.1428571428571428,0.7972602739726027,19.810340819470884
seasonal,Study 5,Study 5.h,225,none,0.8571428571428571,0.8136986301369863,10.51384256498104
seasonal,Study 5,Study 5.h,232,none,1,0.8328767123287671,15.699055202614947
seasonal,Study 5,Study 5.h,238,none,0.8571428571428571,0.8493150684931506,25.66555349795103
seasonal,Study 5,Study 5.h,245,none,1,0.8684931506849315,16.728512894537875
seasonal,Study 5,Study 5.h,252,none,1,0.8876712328767123,11.627807913020607
seasonal,Study 5,Study 5.h,259,none,1,0.9068493150684932,13.719189530645682
seasonal,Study 5,Study 5.h,266,none,1,0.926027397260274,12.991510857892019
seasonal,Study 5,Study 5.h,280,none,2,0.9643835616438357,13.727505485611282
seasonal,Study 5,Study 5.h,295,none,2.142857142857143,0.00547945205479452,17.171977296757102
seasonal,Study 5,Study 5.h,302,none,1,0.02465753424657534,14.376600209176505
seasonal,Study 5,Study 5.h,309,none,1,0.04383561643835616,17.387078916219355
seasonal,Study 5,Study 5.h,316,none,1,0.06301369863013699,9.962721824205623
seasonal,Study 5,Study 5.h,322,none,0.8571428571428571,0.07945205479452055,1.7539272636818082
seasonal,Study 5,Study 5.h,329,none,1,0.09863013698630135,5.752268215881351
seasonal,Study 5,Study 5.h,337,none,1.1428571428571428,0.12054794520547946,11.864605100201436
seasonal,Study 5,Study 5.h,343,none,0.8571428571428571,0.136986301369863,9.82389899254777
seasonal,Study 5,Study 5.h,351,none,1.1428571428571428,0.1589041095890411,10.711743675244998
seasonal,Study 5,Study 5.h,358,none,1,0.1780821917808219,13.302523194415025
seasonal,Study 5,Study 5.h,365,none,1,0.1972602739726027,9.203977430795403
seasonal,Study 5,Study 5.h,371,none,0.8571428571428571,0.2136986301369863,5.440071477776957
seasonal,Study 5,Study 5.h,378,none,1,0.2328767123287671,7.231438894053019
seasonal,Study 5,Study 5.h,385,none,1,0.25205479452054796,7.444105385520267
seasonal,Study 5,Study 5.h,392,none,1,0.27123287671232876,5.9010195717731895
seasonal,Study 5,Study 5.i,-167,none,0,0.7397260273972602,862.5122923447028
seasonal,Study 5,Study 5.i,-160,none,1,0.7589041095890411,731.4438965666963
seasonal,Study 5,Study 5.i,-152,none,1.1428571428571428,0.7808219178082192,583.4095498214517
seasonal,Study 5,Study 5.i,-147,none,0.7142857142857143,0.7945205479452054,739.6823997938945
seasonal,Study 5,Study 5.i,-140,none,1,0.8136986301369863,226.49543278129352
seasonal,Study 5,Study 5.i,-126,none,2,0.852054794520548,220.2839675165863
seasonal,Study 5,Study 5.i,-119,none,1,0.8712328767123287,225.52234897788563
seasonal,Study 5,Study 5.i,-112,none,1,0.8904109589041096,183.11850062834523
seasonal,Study 5,Study 5.i,-105,none,1,0.9095890410958904,14.681984022237028
seasonal,Study 5,Study 5.i,-98,none,1,0.9287671232876712,196.54804970587438
seasonal,Study 5,Study 5.i,-84,none,2,0.9671232876712328,189.93750477240863
seasonal,Study 5,Study 5.i,-69,none,2.142857142857143,0.00821917808219178,218.4118041588413
seasonal,Study 5,Study 5.i,-63,none,0.8571428571428571,0.02465753424657534,222.045478857823
seasonal,Study 5,Study 5.i,-56,none,1,0.04383561643835616,132.87797087654718
seasonal,Study 5,Study 5.i,-49,none,1,0.06301369863013699,160.48507552042176
seasonal,Study 5,Study 5.i,-42,none,1,0.0821917808219178,169.3354778710864
seasonal,Study 5,Study 5.i,-34,none,1.1428571428571428,0.10410958904109588,116.09309876333978
seasonal,Study 5,Study 5.i,-28,none,0.8571428571428571,0.12054794520547946,112.9426328119348
seasonal,Study 5,Study 5.i,-13,none,2.142857142857143,0.16164383561643836,78.64601814105919
seasonal,Study 5,Study 5.i,-7,none,0.8571428571428571,0.1780821917808219,34.36741213149146
seasonal,Study 5,Study 5.i,0,none,1,0.1972602739726027,66.55391611949908
seasonal,Study 5,Study 5.i,8,none,1.1428571428571428,0.2191780821917808,62.39221676446335
seasonal,Study 5,Study 5.i,14,none,0.8571428571428571,0.2356164383561644,68.94287484539475
seasonal,Study 5,Study 5.i,21,none,1,0.2547945205479452,50.71633614346531
seasonal,Study 5,Study 5.i,28,none,1,0.273972602739726,48.61427831841988
seasonal,Study 5,Study 5.i,35,none,1,0.29315068493150687,62.71853531612023
seasonal,Study 5,Study 5.i,42,none,1,0.31232876712328766,56.79642108610728
seasonal,Study 5,Study 5.i,52,none,1.4285714285714286,0.33972602739726027,56.865653240166864
seasonal,Study 5,Study 5.i,56,none,0.5714285714285714,0.3506849315068493,58.08849650729404
seasonal,Study 5,Study 5.i,63,none,1,0.3698630136986301,61.11781367017848
seasonal,Study 5,Study 5.i,70,none,1,0.38904109589041097,80.11666935523421
seasonal,Study 5,Study 5.i,78,none,1.1428571428571428,0.410958904109589,36.35225394516982
seasonal,Study 5,Study 5.i,85,none,1,0.4301369863013699,48.22981952975783
seasonal,Study 5,Study 5.i,92,none,1,0.4493150684931506,77.5582266692578
seasonal,Study 5,Study 5.i,98,none,0.8571428571428571,0.4657534246575342,114.68663561399008
seasonal,Study 5,Study 5.i,105,none,1,0.4849315068493151,132.64647930620336
seasonal,Study 5,Study 5.i,112,none,1,0.5041095890410959,138.59944030961222
seasonal,Study 5,Study 5.i,119,none,1,0.5232876712328767,1.1808941624888907
seasonal,Study 5,Study 5.i,126,none,1,0.5424657534246575,46.72063630757242
seasonal,Study 5,Study 5.i,133,none,1,0.5616438356164384,57.86125052835816
seasonal,Study 5,Study 5.i,147,none,2,0.6,94.34021055029044
seasonal,Study 5,Study 5.i,154,none,1,0.6191780821917808,104.64084431809059
seasonal,Study 5,Study 5.i,161,none,1,0.6383561643835617,13.197675694260342
seasonal,Study 5,Study 5.i,169,none,1.1428571428571428,0.6602739726027397,45.21804194982767
seasonal,Study 5,Study 5.i,175,none,0.8571428571428571,0.6767123287671233,849170.8468039465
seasonal,Study 5,Study 5.i,182,none,1,0.6958904109589041,123.94705018016532
seasonal,Study 5,Study 5.i,189,none,1,0.7150684931506849,47.245850608266814
seasonal,Study 5,Study 5.i,196,none,1,0.7342465753424657,24.538449725973724
seasonal,Study 5,Study 5.i,204,none,1.1428571428571428,0.7561643835616438,15.777090098723784
seasonal,Study 5,Study 5.i,211,none,1,0.7753424657534247,36.79371383510003
seasonal,Study 5,Study 5.i,219,none,1.1428571428571428,0.7972602739726027,18.614352264151087
seasonal,Study 5,Study 5.i,225,none,0.8571428571428571,0.8136986301369863,18.60962688377546
seasonal,Study 5,Study 5.i,232,none,1,0.8328767123287671,16.249892991077708
seasonal,Study 5,Study 5.i,238,none,0.8571428571428571,0.8493150684931506,15.475223345641112
seasonal,Study 5,Study 5.i,245,none,1,0.8684931506849315,14.038617167541478
seasonal,Study 5,Study 5.i,252,none,1,0.8876712328767123,12.655373214665783
seasonal,Study 5,Study 5.i,259,none,1,0.9068493150684932,14.059499542597324
seasonal,Study 5,Study 5.i,266,none,1,0.926027397260274,11.55903734399097
seasonal,Study 5,Study 5.i,280,none,2,0.9643835616438357,13.249575428840622
seasonal,Study 5,Study 5.i,295,none,2.142857142857143,0.00547945205479452,9.991992331625166
seasonal,Study 5,Study 5.i,302,none,1,0.02465753424657534,12.947272195267585
seasonal,Study 5,Study 5.i,309,none,1,0.04383561643835616,10.323370730393952
seasonal,Study 5,Study 5.i,316,none,1,0.06301369863013699,13.092436749905342
seasonal,Study 5,Study 5.i,322,none,0.8571428571428571,0.07945205479452055,118.64098845980976
seasonal,Study 5,Study 5.i,329,none,1,0.09863013698630135,13.220580749914765
seasonal,Study 5,Study 5.i,337,none,1.1428571428571428,0.12054794520547946,10.036686557659301
seasonal,Study 5,Study 5.i,343,none,0.8571428571428571,0.136986301369863,10.44908068106659
seasonal,Study 5,Study 5.i,351,none,1.1428571428571428,0.1589041095890411,10.307561758315552
seasonal,Study 5,Study 5.i,358,none,1,0.1780821917808219,7.497302697945762
seasonal,Study 5,Study 5.i,365,none,1,0.1972602739726027,7.598411913831199
seasonal,Study 5,Study 5.i,371,none,0.8571428571428571,0.2136986301369863,4.294582269155619
seasonal,Study 5,Study 5.i,378,none,1,0.2328767123287671,2.263638041269676
seasonal,Study 5,Study 5.i,385,none,1,0.25205479452054796,4.14384301809527
seasonal,Study 5,Study 5.i,392,none,1,0.27123287671232876,5.71819994770072
seasonal,Study 6,Study 6.a,2,none,0,0.17534246575342466,10.4937514872412
seasonal,Study 6,Study 6.a,3,none,0.14285714285714285,0.1780821917808219,11.803649356740808
seasonal,Study 6,Study 6.a,9,none,0.8571428571428571,0.19452054794520549,23.08521253303684
seasonal,Study 6,Study 6.a,10,none,0.14285714285714285,0.1972602739726027,26.30857012099903
seasonal,Study 6,Study 6.a,16,none,0.8571428571428571,0.2136986301369863,21.246477513307774
seasonal,Study 6,Study 6.a,17,none,0.14285714285714285,0.21643835616438356,10.145960784010507
seasonal,Study 6,Study 6.a,23,none,0.8571428571428571,0.2328767123287671,24.687988592234667
seasonal,Study 6,Study 6.a,24,none,0.14285714285714285,0.2356164383561644,30.703552821398013
seasonal,Study 6,Study 6.a,30,none,0.8571428571428571,0.25205479452054796,25.640033685977144
seasonal,Study 6,Study 6.a,31,none,0.14285714285714285,0.2547945205479452,22.60687561377511
seasonal,Study 6,Study 6.a,37,none,0.8571428571428571,0.27123287671232876,306.48826053105836
seasonal,Study 6,Study 6.a,38,none,0.14285714285714285,0.273972602739726,321.96939691638613
seasonal,Study 6,Study 6.a,44,none,0.8571428571428571,0.29041095890410956,56.826242680664606
seasonal,Study 6,Study 6.a,45,none,0.14285714285714285,0.29315068493150687,100.49610776959749
seasonal,Study 6,Study 6.a,51,none,0.8571428571428571,0.3095890410958904,33.78671224754547
seasonal,Study 6,Study 6.a,52,none,0.14285714285714285,0.31232876712328766,45.62258586444518
seasonal,Study 6,Study 6.a,58,none,0.8571428571428571,0.3287671232876712,33.69526626544204
seasonal,Study 6,Study 6.a,59,none,0.14285714285714285,0.3315068493150685,37.339605400687624
seasonal,Study 6,Study 6.a,65,none,0.8571428571428571,0.34794520547945207,61.52248593968691
seasonal,Study 6,Study 6.a,66,none,0.14285714285714285,0.3506849315068493,54.71286815944805
seasonal,Study 6,Study 6.a,72,none,0.8571428571428571,0.36712328767123287,57.73960029651038
seasonal,Study 6,Study 6.a,73,none,0.14285714285714285,0.3698630136986301,32.45471639085875
seasonal,Study 6,Study 6.a,79,none,0.8571428571428571,0.3863013698630137,56.76934892296829
seasonal,Study 6,Study 6.a,80,none,0.14285714285714285,0.38904109589041097,85.53172281902042
seasonal,Study 6,Study 6.a,86,none,0.8571428571428571,0.4054794520547945,54.36439859790162
seasonal,Study 6,Study 6.a,87,none,0.14285714285714285,0.40821917808219177,56.23162117894434
seasonal,Study 6,Study 6.a,93,none,0.8571428571428571,0.4246575342465753,64.78114352155977
seasonal,Study 6,Study 6.a,94,none,0.14285714285714285,0.4273972602739726,70.9235860750801
seasonal,Study 6,Study 6.a,100,none,0.8571428571428571,0.4438356164383562,53.36988816287138
seasonal,Study 6,Study 6.a,101,none,0.14285714285714285,0.4465753424657534,16.884749873071733
seasonal,Study 6,Study 6.a,107,none,0.8571428571428571,0.46301369863013697,49.85173055747636
seasonal,Study 6,Study 6.a,108,none,0.14285714285714285,0.4657534246575342,49.572286950955714
seasonal,Study 6,Study 6.a,114,none,0.8571428571428571,0.4821917808219178,81.55037396055071
seasonal,Study 6,Study 6.a,115,none,0.14285714285714285,0.4849315068493151,86.18420673701145
seasonal,Study 6,Study 6.a,121,none,0.8571428571428571,0.5013698630136987,52.297912372845516
seasonal,Study 6,Study 6.a,128,none,1,0.5205479452054794,69.552204202005
seasonal,Study 6,Study 6.a,129,none,0.14285714285714285,0.5232876712328767,108.40783339620347
seasonal,Study 6,Study 6.a,135,none,0.8571428571428571,0.5397260273972603,22.299134667589936
seasonal,Study 6,Study 6.a,136,none,0.14285714285714285,0.5424657534246575,18.927209065190855
seasonal,Study 6,Study 6.a,142,none,0.8571428571428571,0.5589041095890411,34.254111911943944
seasonal,Study 6,Study 6.a,143,none,0.14285714285714285,0.5616438356164384,32.4516110520961
seasonal,Study 6,Study 6.a,148,none,0.7142857142857143,0.5753424657534246,79.97086602292693
seasonal,Study 6,Study 6.a,150,none,0.2857142857142857,0.5808219178082191,107.27998309808459
seasonal,Study 6,Study 6.a,156,none,0.8571428571428571,0.5972602739726027,459.6600878238983
seasonal,Study 6,Study 6.a,157,none,0.14285714285714285,0.6,335.04789362941835
seasonal,Study 6,Study 6.a,163,none,0.8571428571428571,0.6164383561643836,60.9102906672543
seasonal,Study 6,Study 6.a,164,none,0.14285714285714285,0.6191780821917808,118.63079351605386
seasonal,Study 6,Study 6.a,170,none,0.8571428571428571,0.6356164383561644,78.43939446400123
seasonal,Study 6,Study 6.a,171,none,0.14285714285714285,0.6383561643835617,54.553376581482624
seasonal,Study 6,Study 6.a,177,none,0.8571428571428571,0.6547945205479452,93.40307122266768
seasonal,Study 6,Study 6.a,178,none,0.14285714285714285,0.6575342465753424,99.5230763635851
seasonal,Study 6,Study 6.a,184,none,0.8571428571428571,0.673972602739726,51.049876174315905
seasonal,Study 6,Study 6.a,185,none,0.14285714285714285,0.6767123287671233,54.78435015736681
seasonal,Study 6,Study 6.a,191,none,0.8571428571428571,0.6931506849315069,53.65991429528231
seasonal,Study 6,Study 6.a,192,none,0.14285714285714285,0.6958904109589041,64.7198387263976
seasonal,Study 6,Study 6.a,197,none,0.7142857142857143,0.7095890410958904,55.29136358307114
seasonal,Study 6,Study 6.a,198,none,0.14285714285714285,0.7123287671232876,37.26528908168283
seasonal,Study 6,Study 6.a,205,none,1,0.7315068493150685,31.247818094102108
seasonal,Study 6,Study 6.a,206,none,0.14285714285714285,0.7342465753424657,39.17699579071993
seasonal,Study 6,Study 6.a,212,none,0.8571428571428571,0.7506849315068493,85.48904549329946
seasonal,Study 6,Study 6.a,213,none,0.14285714285714285,0.7534246575342466,80.81839729909856
seasonal,Study 6,Study 6.a,219,none,0.8571428571428571,0.7698630136986301,90.5638607712962
seasonal,Study 6,Study 6.a,220,none,0.14285714285714285,0.7726027397260274,72.60035275396146
seasonal,Study 6,Study 6.a,226,none,0.8571428571428571,0.7890410958904109,35.213182707652365
seasonal,Study 6,Study 6.a,227,none,0.14285714285714285,0.7917808219178082,25.290641698453374
seasonal,Study 6,Study 6.a,233,none,0.8571428571428571,0.8082191780821918,59.06298121767989
seasonal,Study 6,Study 6.a,234,none,0.14285714285714285,0.810958904109589,4.065438725016709
seasonal,Study 6,Study 6.a,240,none,0.8571428571428571,0.8273972602739726,33.214823549394644
seasonal,Study 6,Study 6.a,241,none,0.14285714285714285,0.8301369863013699,28.088605686105417
seasonal,Study 6,Study 6.a,247,none,0.8571428571428571,0.8465753424657534,16.477641841720157
seasonal,Study 6,Study 6.a,248,none,0.14285714285714285,0.8493150684931506,25.5953970840264
seasonal,Study 6,Study 6.a,254,none,0.8571428571428571,0.8657534246575342,63.14480310104865
seasonal,Study 6,Study 6.a,255,none,0.14285714285714285,0.8684931506849315,50.63137301862904
seasonal,Study 6,Study 6.a,261,none,0.8571428571428571,0.8849315068493151,25.81359027069451
seasonal,Study 6,Study 6.a,262,none,0.14285714285714285,0.8876712328767123,32.0580089738264
seasonal,Study 6,Study 6.a,268,none,0.8571428571428571,0.9041095890410958,46.0957341418002
seasonal,Study 6,Study 6.a,269,none,0.14285714285714285,0.9068493150684932,41.2364435967562
seasonal,Study 6,Study 6.a,275,none,0.8571428571428571,0.9232876712328768,32.14465862869004
seasonal,Study 6,Study 6.a,276,none,0.14285714285714285,0.926027397260274,31.616178387941584
seasonal,Study 6,Study 6.a,282,none,0.8571428571428571,0.9424657534246575,36.58938228079009
seasonal,Study 6,Study 6.a,283,none,0.14285714285714285,0.9452054794520548,37.412611170726436
seasonal,Study 6,Study 6.a,290,none,1,0.9643835616438357,65.39889055387843
seasonal,Study 6,Study 6.a,295,none,0.7142857142857143,0.978082191780822,54.94177841463089
seasonal,Study 6,Study 6.a,302,none,1,0.9972602739726028,26.268682648584793
seasonal,Study 6,Study 6.a,310,none,1.1428571428571428,0.01917808219178082,29.61130903003002
seasonal,Study 6,Study 6.a,311,none,0.14285714285714285,0.02191780821917808,38.3091880101054
seasonal,Study 6,Study 6.a,338,none,3.857142857142857,0.0958904109589041,36.86069419904215
seasonal,Study 6,Study 6.a,339,none,0.14285714285714285,0.09863013698630135,36.78887219951695
seasonal,Study 6,Study 6.a,345,none,0.8571428571428571,0.11506849315068492,38.98803104695237
seasonal,Study 6,Study 6.a,346,none,0.14285714285714285,0.1178082191780822,32.45208120757641
seasonal,Study 6,Study 6.a,352,none,0.8571428571428571,0.13424657534246576,37.55150650210702
seasonal,Study 6,Study 6.a,353,none,0.14285714285714285,0.136986301369863,38.1839612606434
seasonal,Study 6,Study 6.a,359,none,0.8571428571428571,0.15342465753424658,23.357210883137412
seasonal,Study 6,Study 6.a,360,none,0.14285714285714285,0.15616438356164383,22.763058513094354
seasonal,Study 6,Study 6.a,366,none,0.8571428571428571,0.1726027397260274,62.975522150915815
seasonal,Study 6,Study 6.a,367,none,0.14285714285714285,0.17534246575342466,639.403302001072
seasonal,Study 6,Study 6.a,373,none,0.8571428571428571,0.1917808219178082,5.2735649892780705
seasonal,Study 6,Study 6.a,374,none,0.14285714285714285,0.19452054794520549,21.929879026533616
seasonal,Study 6,Study 6.a,380,none,0.8571428571428571,0.21095890410958903,16.112729654531208
seasonal,Study 6,Study 6.a,381,none,0.14285714285714285,0.2136986301369863,20.372510164213686
seasonal,Study 6,Study 6.a,387,none,0.8571428571428571,0.23013698630136983,26.183123787904773
seasonal,Study 6,Study 6.a,388,none,0.14285714285714285,0.2328767123287671,24.7841257993814
seasonal,Study 6,Study 6.a,394,none,0.8571428571428571,0.2493150684931507,21.4276516965705
seasonal,Study 6,Study 6.a,395,none,0.14285714285714285,0.25205479452054796,32.871512029823414
seasonal,Study 6,Study 6.a,401,none,0.8571428571428571,0.2684931506849315,30.06425290639851
seasonal,Study 6,Study 6.a,402,none,0.14285714285714285,0.27123287671232876,14.452668927038006
seasonal,Study 6,Study 6.a,409,none,1,0.29041095890410956,20.28057195600283
seasonal,Study 6,Study 6.a,410,none,0.14285714285714285,0.29315068493150687,24.83134318677294
seasonal,Study 6,Study 6.a,415,none,0.7142857142857143,0.30684931506849317,32.40849392035257
seasonal,Study 6,Study 6.a,416,none,0.14285714285714285,0.3095890410958904,33.546565943595695
seasonal,Study 6,Study 6.a,422,none,0.8571428571428571,0.32602739726027397,31.023025794301645
seasonal,Study 6,Study 6.a,423,none,0.14285714285714285,0.3287671232876712,52.5550734013904
seasonal,Study 6,Study 6.a,430,none,1,0.34794520547945207,30.07868823231178
seasonal,Study 6,Study 6.a,436,none,0.8571428571428571,0.3643835616438356,37.8065500133673
seasonal,Study 6,Study 6.a,437,none,0.14285714285714285,0.36712328767123287,31.16371512928619
seasonal,Study 6,Study 6.a,443,none,0.8571428571428571,0.3835616438356164,37.070133664845095
seasonal,Study 6,Study 6.a,444,none,0.14285714285714285,0.3863013698630137,65.17627913788833
seasonal,Study 6,Study 6.a,450,none,0.8571428571428571,0.40273972602739727,40.87470300153673
seasonal,Study 6,Study 6.a,451,none,0.14285714285714285,0.4054794520547945,79.84217556765901
seasonal,Study 6,Study 6.a,457,none,0.8571428571428571,0.42191780821917807,48.51310167101255
seasonal,Study 6,Study 6.a,458,none,0.14285714285714285,0.4246575342465753,47.160062039401474
seasonal,Study 6,Study 6.a,464,none,0.8571428571428571,0.4410958904109589,35.184583380000205
seasonal,Study 6,Study 6.a,465,none,0.14285714285714285,0.4438356164383562,38.1515107273348
seasonal,Study 6,Study 6.a,471,none,0.8571428571428571,0.4602739726027397,55.40134468386201
seasonal,Study 6,Study 6.a,472,none,0.14285714285714285,0.46301369863013697,17.87716914394171
seasonal,Study 6,Study 6.a,478,none,0.8571428571428571,0.4794520547945205,49.63659272611759
seasonal,Study 6,Study 6.a,479,none,0.14285714285714285,0.4821917808219178,43.80749654966881
seasonal,Study 6,Study 6.a,485,none,0.8571428571428571,0.4986301369863014,48.41176213015761
seasonal,Study 6,Study 6.a,486,none,0.14285714285714285,0.5013698630136987,42.593009047700185
seasonal,Study 6,Study 6.a,492,none,0.8571428571428571,0.5178082191780822,50.65418888361069
seasonal,Study 6,Study 6.a,493,none,0.14285714285714285,0.5205479452054794,57.90926740682718
seasonal,Study 6,Study 6.a,499,none,0.8571428571428571,0.536986301369863,65.85675532648601
seasonal,Study 6,Study 6.a,500,none,0.14285714285714285,0.5397260273972603,66.8888399362876
seasonal,Study 6,Study 6.a,506,none,0.8571428571428571,0.5561643835616439,68.47637743010749
seasonal,Study 6,Study 6.a,507,none,0.14285714285714285,0.5589041095890411,48.487539047084816
seasonal,Study 6,Study 6.a,513,none,0.8571428571428571,0.5753424657534246,35.96601002908578
seasonal,Study 6,Study 6.a,514,none,0.14285714285714285,0.5780821917808219,0.46217336051328123
seasonal,Study 6,Study 6.a,520,none,0.8571428571428571,0.5945205479452055,19.63457193052611
seasonal,Study 6,Study 6.a,521,none,0.14285714285714285,0.5972602739726027,0.2459832793102556
seasonal,Study 6,Study 6.a,527,none,0.8571428571428571,0.6136986301369863,11.83737244170745
seasonal,Study 6,Study 6.a,528,none,0.14285714285714285,0.6164383561643836,14.714030932519885
seasonal,Study 6,Study 6.a,534,none,0.8571428571428571,0.6328767123287671,23.825031853467305
seasonal,Study 6,Study 6.a,541,none,1,0.6520547945205479,255.15324131339443
seasonal,Study 6,Study 6.a,542,none,0.14285714285714285,0.6547945205479452,157.30085491401908
seasonal,Study 6,Study 6.a,548,none,0.8571428571428571,0.6712328767123288,36.55540020475308
seasonal,Study 6,Study 6.a,549,none,0.14285714285714285,0.673972602739726,13.104159082917052
seasonal,Study 6,Study 6.a,555,none,0.8571428571428571,0.6904109589041096,26.220636919351183
seasonal,Study 6,Study 6.a,556,none,0.14285714285714285,0.6931506849315069,23.518655770068175
seasonal,Study 6,Study 6.a,562,none,0.8571428571428571,0.7095890410958904,21.098713614702046
seasonal,Study 6,Study 6.a,563,none,0.14285714285714285,0.7123287671232876,15.639442529060599
seasonal,Study 6,Study 6.a,569,none,0.8571428571428571,0.7287671232876712,9.069639330549677
seasonal,Study 6,Study 6.a,570,none,0.14285714285714285,0.7315068493150685,10.267995437964068
seasonal,Study 6,Study 6.a,576,none,0.8571428571428571,0.7479452054794521,24.5896373655445
seasonal,Study 6,Study 6.a,577,none,0.14285714285714285,0.7506849315068493,23.35787687356773
seasonal,Study 6,Study 6.a,583,none,0.8571428571428571,0.7671232876712328,24.127369123907126
seasonal,Study 6,Study 6.a,584,none,0.14285714285714285,0.7698630136986301,25.105724097226076
seasonal,Study 6,Study 6.a,590,none,0.8571428571428571,0.7863013698630137,14.598017967553092
seasonal,Study 6,Study 6.a,591,none,0.14285714285714285,0.7890410958904109,15.169370141727864
seasonal,Study 6,Study 6.a,597,none,0.8571428571428571,0.8054794520547945,17.93749383793611
seasonal,Study 6,Study 6.a,598,none,0.14285714285714285,0.8082191780821918,17.21249718143748
seasonal,Study 6,Study 6.a,604,none,0.8571428571428571,0.8246575342465754,113.75555596990341
seasonal,Study 6,Study 6.a,605,none,0.14285714285714285,0.8273972602739726,72.60157218106315
seasonal,Study 6,Study 6.a,611,none,0.8571428571428571,0.8438356164383561,22.35463441707799
seasonal,Study 6,Study 6.a,612,none,0.14285714285714285,0.8465753424657534,18.85753715508051
seasonal,Study 6,Study 6.a,618,none,0.8571428571428571,0.863013698630137,27.147728222801568
seasonal,Study 6,Study 6.a,619,none,0.14285714285714285,0.8657534246575342,32.74421485004598
seasonal,Study 6,Study 6.a,625,none,0.8571428571428571,0.8821917808219178,14.94477097173791
seasonal,Study 6,Study 6.a,626,none,0.14285714285714285,0.8849315068493151,13.15108956019992
seasonal,Study 6,Study 6.a,631,none,0.7142857142857143,0.8986301369863013,44.34694355370765
seasonal,Study 6,Study 6.a,632,none,0.14285714285714285,0.9013698630136986,23.487314775314662
seasonal,Study 6,Study 6.a,646,none,2,0.9397260273972604,11.633568521599805
seasonal,Study 6,Study 6.a,647,none,0.14285714285714285,0.9424657534246575,12.113579782516103
seasonal,Study 6,Study 6.a,653,none,0.8571428571428571,0.958904109589041,12.972747504983996
seasonal,Study 6,Study 6.a,654,none,0.14285714285714285,0.9616438356164384,10.388439369788497
seasonal,Study 6,Study 6.a,659,none,0.7142857142857143,0.9753424657534246,10.245348360189979
seasonal,Study 6,Study 6.a,660,none,0.14285714285714285,0.978082191780822,11.83188120883193
seasonal,Study 6,Study 6.a,666,none,0.8571428571428571,0.9945205479452056,7.983687505468914
seasonal,Study 6,Study 6.a,667,none,0.14285714285714285,0.9972602739726028,8.162164037152156
seasonal,Study 6,Study 6.a,674,none,1,0.01639344262295082,8.188601851255848
seasonal,Study 6,Study 6.a,675,none,0.14285714285714285,0.01912568306010929,7.399614532984212
seasonal,Study 6,Study 6.b,2,none,0,0.17534246575342466,22.494404678055528
seasonal,Study 6,Study 6.b,3,none,0.14285714285714285,0.1780821917808219,20.587486272291752
seasonal,Study 6,Study 6.b,9,none,0.8571428571428571,0.19452054794520549,26.8596144420738
seasonal,Study 6,Study 6.b,10,none,0.14285714285714285,0.1972602739726027,28.11072816523773
seasonal,Study 6,Study 6.b,16,none,0.8571428571428571,0.2136986301369863,32.633824456492384
seasonal,Study 6,Study 6.b,17,none,0.14285714285714285,0.21643835616438356,40.48824838118056
seasonal,Study 6,Study 6.b,23,none,0.8571428571428571,0.2328767123287671,31.940595847378187
